Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Traffic Type,Traffic Subtype
192.168.1.70-192.168.1.90-2537-0-6,192.168.1.70,2537,192.168.1.90,0,6,1/01/1970 4:49,48817,1,1,50,0,50,50,50,0,0,0,0,0,1024.233361,40.96933445,48817,0,48817,48817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.48466723,20.48466723,0,50,33.33333333,28.86751346,833.3333333,1,0,1,0,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-37928-0-6,192.168.1.70,37928,192.168.1.90,0,6,3/01/1970 3:54,7202195,4,1,200,0,50,50,50,0,0,0,0,0,27.76931199,0.6942328,1800548.75,1340843.12,3271584,17188,7185007,2395002.333,759302.333,3271584,1941108,0,0,0,0,0,0,0,0,0,80,20,0.55538624,0.13884656,0,50,41.66666667,20.41241452,416.6666667,0,4,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,1,66,0,0,512,0,3,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-1892-111-6,192.168.1.70,1892,192.168.1.90,111,6,1/01/1970 7:47,731156,2,1,0,0,0,0,0,0,0,0,0,0,0,4.103091543,365578,457177.0609,688851,42305,688851,688851,0,688851,688851,0,0,0,0,0,0,0,0,0,40,20,2.735394362,1.367697181,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-2389-23269-6,192.168.1.70,2389,192.168.1.90,23269,6,1/01/1970 7:46,3909999,2,0,0,0,0,0,0,0,0,0,0,0,0,0.511509082,3909999,0,3909999,3909999,3909999,3909999,0,3909999,3909999,0,0,0,0,0,0,0,0,0,40,0,0.511509082,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-29236-0-6,192.168.1.70,29236,192.168.1.90,0,6,1/01/1970 22:46,126910,1,1,50,0,50,50,50,0,0,0,0,0,393.9799858,15.75919943,126910,0,126910,126910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.879599716,7.879599716,0,50,33.33333333,28.86751346,833.3333333,0,0,1,0,1,0,1,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-1207-26305-6,192.168.1.70,1207,192.168.1.90,26305,6,1/01/1970 9:18,27325,1,1,0,0,0,0,0,0,0,0,0,0,0,73.19304666,27325,0,27325,27325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,36.59652333,36.59652333,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-47602-0-6,192.168.1.70,47602,192.168.1.90,0,6,1/01/1970 22:44,17261680,2,1,80,0,50,30,40,14.14213562,0,0,0,0,4.634543104,0.173795366,8630840,12045737.97,17148463,113217,17148463,17148463,0,17148463,17148463,0,0,0,0,0,0,0,1,0,60,20,0.115863578,0.057931789,0,50,27.5,20.61552813,425,0,0,1,0,1,2,0,0,0,36.66666667,40,0,0,0,0,0,0,0,2,80,1,0,512,0,1,20,0,0,0,0,17148463,0,17148463,17148463,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-57495-0-6,192.168.1.70,57495,192.168.1.90,0,6,1/01/1970 4:55,35543,1,1,30,0,30,30,30,0,0,0,0,0,844.0480545,56.2698703,35543,0,35543,35543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,28.13493515,28.13493515,0,30,20,17.32050808,300,0,0,1,0,1,0,1,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,512,0,0,40,0,0,0,0,0,0,0,0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-3459-0-6,192.168.1.70,3459,192.168.1.90,0,6,3/01/1970 3:38,25042454,2,0,2692,0,1356,1336,1346,14.14213562,0,0,0,0,107.4974521,0.079864378,25042454,0,25042454,25042454,25042454,25042454,0,25042454,25042454,0,0,0,0,0,0,0,0,0,60,0,0.079864378,0,1336,1356,1349.333333,11.54700538,133.3333333,0,0,2,0,0,0,0,0,0,2024,1346,0,0,0,0,0,0,0,2,2692,0,0,512,0,1,20,0,0,0,0,25042454,0,25042454,25042454,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-5822-0-6,192.168.1.70,5822,192.168.1.90,0,6,1/01/1970 4:47,15190,1,1,50,0,50,50,50,0,0,0,0,0,3291.639236,131.6655695,15190,0,15190,15190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,65.83278473,65.83278473,0,50,33.33333333,28.86751346,833.3333333,0,1,1,0,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-50637-0-6,192.168.1.70,50637,192.168.1.90,0,6,1/01/1970 4:58,13313575,3,1,1500,0,500,500,500,0,0,0,0,0,112.6669583,0.300445222,4437858.333,5128854.91,10062839,20735,13292840,6646420,4831546.085,10062839,3230001,0,0,0,0,0,0,0,0,0,60,20,0.225333917,0.075111306,0,500,400,223.6067977,50000,1,0,1,0,2,0,0,0,0,500,500,0,0,0,0,0,0,0,1,750,0,0,1000,0,2,20,0,0,0,0,10062839,0,10062839,10062839,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-2963-18541-6,192.168.1.70,2963,192.168.1.90,18541,6,1/01/1970 7:46,5037473,2,0,0,0,0,0,0,0,0,0,0,0,0,0.39702446,5037473,0,5037473,5037473,5037473,5037473,0,5037473,5037473,0,0,0,0,0,0,0,0,0,40,0,0.39702446,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,512,0,0,20,0,0,0,0,5037473,0,5037473,5037473,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-8139-0-6,192.168.1.70,8139,192.168.1.90,0,6,1/01/1970 6:01,20405726,2,1,2692,0,1356,1336,1346,14.14213562,0,0,0,0,131.9237551,0.147017558,10202863,243427.1663,10374992,10030734,10030734,10030734,0,10030734,10030734,0,0,0,0,0,0,0,0,0,60,20,0.098011705,0.049005853,0,1356,1007,671.3995333,450777.3333,2,0,1,0,1,0,0,0,0,1342.666667,1346,0,0,0,0,0,0,0,1,1346,0,0,512,0,1,20,0,0,0,0,10202863,243427.1663,10374992,10030734,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-1553-38229-6,192.168.1.70,1553,192.168.1.90,38229,6,1/01/1970 7:46,125241,1,1,0,0,0,0,0,0,0,0,0,0,0,15.96921136,125241,0,125241,125241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,7.98460568,7.98460568,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-5647-0-6,192.168.1.70,5647,192.168.1.90,0,6,1/01/1970 6:06,55016451,6,0,8116,0,1356,1336,1352.666667,8.164965809,0,0,0,0,147.5195119,0.109058289,11003290.2,2341597.26,15137849,9380510,55016451,11003290.2,2341597.26,15137849,9380510,0,0,0,0,0,0,0,0,0,140,0,0.109058289,0,1336,1356,1353.142857,7.55928946,57.14285714,0,0,0,0,0,0,0,6,0,1578.666667,1352.666667,0,0,0,0,0,0,0,1,1623,0,0,512,0,5,20,0,0,0,0,11003290.2,2341597.26,15137849,9380510,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-18637-0-6,192.168.1.70,18637,192.168.1.90,0,6,1/01/1970 4:59,30189708,4,0,1980,0,500,480,495,10,0,0,0,0,65.58526502,0.132495485,10063236,119993.9359,10179223,9939601,30189708,10063236,119993.9359,10179223,9939601,0,0,0,0,0,1,0,0,0,100,0,0.132495485,0,480,500,496,8.94427191,80,0,0,0,4,0,0,0,0,0,620,495,0,0,0,0,0,0,0,1,660,0,0,512,0,3,20,0,0,0,0,10063236,119993.9359,10179223,9939601,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-21263-0-6,192.168.1.70,21263,192.168.1.90,0,6,1/01/1970 4:59,15064836,3,1,1500,0,500,500,500,0,0,0,0,0,99.56962027,0.265518987,5021612,6176609.387,11941223,65230,14999606,7499803,6281116.4,11941223,3058383,0,0,0,0,0,1,0,0,0,60,20,0.199139241,0.066379747,0,500,400,223.6067977,50000,0,0,1,3,1,0,0,0,0,500,500,0,0,0,0,0,0,0,1,750,0,0,512,0,2,20,0,0,0,0,11941223,0,11941223,11941223,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-36134-0-6,192.168.1.70,36134,192.168.1.90,0,6,1/01/1970 5:00,10076990,3,0,1500,0,500,500,500,0,0,0,0,0,148.8539733,0.297707947,5038495,2799926.479,7018342,3058648,10076990,5038495,2799926.479,7018342,3058648,0,0,0,0,0,1,0,0,0,60,0,0.297707947,0,500,500,500,0,0,0,0,1,2,0,0,0,0,0,666.6666667,500,0,0,0,0,0,0,0,1,750,0,0,1000,0,2,20,3058648,0,3058648,3058648,7018342,0,7018342,7018342,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-61995-0-6,192.168.1.70,61995,192.168.1.90,0,6,1/01/1970 4:54,40980,1,1,50,0,50,50,50,0,0,0,0,0,1220.107369,48.80429478,40980,0,40980,40980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24.40214739,24.40214739,0,50,33.33333333,28.86751346,833.3333333,0,0,1,0,1,0,0,1,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-61585-0-6,192.168.1.70,61585,192.168.1.90,0,6,1/01/1970 4:48,2927537,2,0,100,0,50,50,50,0,0,0,0,0,34.15840688,0.683168138,2927537,0,2927537,2927537,2927537,2927537,0,2927537,2927537,0,0,0,0,0,0,0,0,0,40,0,0.683168138,0,50,50,50,0,0,2,0,0,0,0,0,0,0,0,75,50,0,0,0,0,0,0,0,2,100,0,0,512,0,1,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-61152-0-6,192.168.1.70,61152,192.168.1.90,0,6,1/01/1970 4:51,2395187,2,0,60,0,30,30,30,0,0,0,0,0,25.05023616,0.835007872,2395187,0,2395187,2395187,2395187,2395187,0,2395187,2395187,0,0,0,0,0,0,0,0,0,80,0,0.835007872,0,30,30,30,0,0,0,0,2,0,0,0,0,0,0,45,30,0,0,0,0,0,0,0,2,60,0,0,512,0,1,40,0,0,0,0,0,0,0,0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-2389-16215-6,192.168.1.70,2389,192.168.1.90,16215,6,1/01/1970 7:46,3840796,2,1,0,0,0,0,0,0,0,0,0,0,0,0.781088087,1920398,2690531.403,3822891,17905,3822891,3822891,0,3822891,3822891,0,0,0,0,0,0,0,0,0,40,20,0.520725391,0.260362696,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-3269-0-6,192.168.1.70,3269,192.168.1.90,0,6,3/01/1970 4:05,272427,1,1,500,0,500,500,500,0,0,0,0,0,1835.354058,7.341416233,272427,0,272427,272427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.670708116,3.670708116,0,500,333.3333333,288.6751346,83333.33333,0,0,1,0,1,0,0,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-8244-0-6,192.168.1.70,8244,192.168.1.90,0,6,1/01/1970 22:40,50075,1,1,50,0,50,50,50,0,0,0,0,0,998.5022466,39.94008987,50075,0,50075,50075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19.97004493,19.97004493,0,50,33.33333333,28.86751346,833.3333333,0,0,1,0,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-17779-0-17,192.168.1.70,17779,192.168.1.90,0,17,1/01/1970 22:47,18065269,6,0,3000,0,500,500,500,0,0,0,0,0,166.0645075,0.332129015,3613053.8,1365891.905,6045279,2782891,18065269,3613053.8,1365891.905,6045279,2782891,0,0,0,0,0,0,0,0,0,48,0,0.332129015,0,500,500,500,0,0,0,0,0,0,0,0,0,0,0,583.3333333,500,0,0,0,0,0,0,0,1,600,0,0,0,0,5,8,8949766,0,8949766,8949766,6045279,0,6045279,6045279,Malicious,DoS,DoS UDP
192.168.1.70-192.168.1.90-40107-0-6,192.168.1.70,40107,192.168.1.90,0,6,1/01/1970 4:48,76047,1,1,50,0,50,50,50,0,0,0,0,0,657.4881323,26.29952529,76047,0,76047,76047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.14976265,13.14976265,0,50,33.33333333,28.86751346,833.3333333,1,0,1,0,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-27543-0-6,192.168.1.70,27543,192.168.1.90,0,6,1/01/1970 5:01,3052142,2,0,1000,0,500,500,500,0,0,0,0,0,327.6387534,0.655277507,3052142,0,3052142,3052142,3052142,3052142,0,3052142,3052142,0,0,0,0,0,0,0,0,0,40,0,0.655277507,0,500,500,500,0,0,0,0,2,0,0,0,0,0,0,750,500,0,0,0,0,0,0,0,2,1000,0,0,50,0,1,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-1926-0-6,192.168.1.70,1926,192.168.1.90,0,6,1/01/1970 4:57,52809,1,1,500,0,500,500,500,0,0,0,0,0,9468.083092,37.87233237,52809,0,52809,52809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18.93616618,18.93616618,0,500,333.3333333,288.6751346,83333.33333,1,0,1,0,1,0,0,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-2103-2639-6,192.168.1.70,2103,192.168.1.90,2639,6,1/01/1970 9:17,121975,1,1,0,0,0,0,0,0,0,0,0,0,0,16.39680262,121975,0,121975,121975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,8.198401312,8.198401312,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-1756-0-6,192.168.1.70,1756,192.168.1.90,0,6,1/01/1970 5:54,29935014,2,0,2712,0,1356,1356,1356,0,0,0,0,0,90.5962496,0.066811394,29935014,0,29935014,29935014,29935014,29935014,0,29935014,29935014,0,0,0,0,0,0,0,0,0,40,0,0.066811394,0,1356,1356,1356,0,0,0,0,2,0,0,0,0,0,0,2034,1356,0,0,0,0,0,0,0,2,2712,0,0,512,0,1,20,0,0,0,0,29935014,0,29935014,29935014,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-35304-0-6,192.168.1.70,35304,192.168.1.90,0,6,1/01/1970 4:47,12581428,2,1,100,0,50,50,50,0,0,0,0,0,7.948223365,0.238446701,6290714,8861718.154,12556895,24533,12556895,12556895,0,12556895,12556895,0,0,0,0,0,0,0,0,0,40,20,0.158964467,0.079482234,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,2,100,1,0,512,0,1,20,0,0,0,0,12556895,0,12556895,12556895,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-36036-0-6,192.168.1.70,36036,192.168.1.90,0,6,3/01/1970 4:00,40409933,5,1,250,0,50,50,50,0,0,0,0,0,6.186597736,0.148478346,8081986.6,13094087.79,31169636,160998,40248935,10062233.75,14228995.8,31169636,1012795,0,0,0,0,0,0,0,1,0,100,20,0.123731955,0.024746391,0,50,42.85714286,18.89822365,357.1428571,0,0,1,0,1,5,0,0,0,50,50,0,0,0,0,0,0,0,1,62,0,0,512,0,4,20,3138044,0,3138044,3138044,18555445.5,17839159.28,31169636,5941255,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-43628-0-6,192.168.1.70,43628,192.168.1.90,0,6,1/01/1970 4:48,21429815,2,0,100,0,50,50,50,0,0,0,0,0,4.66639586,0.093327917,21429815,0,21429815,21429815,21429815,21429815,0,21429815,21429815,0,0,0,0,0,0,0,0,0,40,0,0.093327917,0,50,50,50,0,0,2,0,0,0,0,0,0,0,0,75,50,0,0,0,0,0,0,0,2,100,0,0,512,0,1,20,0,0,0,0,21429815,0,21429815,21429815,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-13448-0-6,192.168.1.70,13448,192.168.1.90,0,6,1/01/1970 5:01,2994290,2,0,1000,0,500,500,500,0,0,0,0,0,333.9689876,0.667937975,2994290,0,2994290,2994290,2994290,2994290,0,2994290,2994290,0,0,0,0,0,0,0,0,0,40,0,0.667937975,0,500,500,500,0,0,0,0,2,0,0,0,0,0,0,750,500,0,0,0,0,0,0,0,2,1000,0,0,50,0,1,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-14894-0-6,192.168.1.70,14894,192.168.1.90,0,6,1/01/1970 5:00,70566,1,1,480,0,480,480,480,0,0,0,0,0,6802.142675,28.34226115,70566,0,70566,70566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,20,14.17113057,14.17113057,0,480,320,277.1281292,76800,0,0,1,1,1,0,0,0,1,480,480,0,0,0,0,0,0,0,0,0,0,0,512,0,0,40,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-6253-0-6,192.168.1.70,6253,192.168.1.90,0,6,3/01/1970 3:58,45339,1,1,50,0,50,50,50,0,0,0,0,0,1102.803326,44.11213304,45339,0,45339,45339,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,22.05606652,22.05606652,0,50,33.33333333,28.86751346,833.3333333,0,0,1,1,1,0,0,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,Malicious,DoS,DoS PSH
